"filename", "language", "Markdown", "YAML", "JSON", "MS SQL", "Python", "JavaScript", "HTML", "TypeScript", "PowerShell", "JSON with Comments", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\create-test-deleted-chain.sql", "MS SQL", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 73
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\daily-checkin-api-guide.md", "Markdown", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 136
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\debug-deleted-chains.sql", "MS SQL", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 54
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\debug-write-session.js", "JavaScript", 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 7, 13, 77
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\debug_betting_system.sql", "MS SQL", 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 136
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\deploy.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 7, 10, 50
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\eslint.config.js", "JavaScript", 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 2, 58
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\for-beginners.md", "Markdown", 467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 563
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\gambling-mode-api-design.md", "Markdown", 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 231
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\index.html", "HTML", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 1, 2, 36
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\package-lock.json", "JSON", 0, 0, 7934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7935
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\package.json", "JSON", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 56
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\postcss.config.js", "JavaScript", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\quick-database-fix.sql", "MS SQL", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 79
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\quick-fix-database.sql", "MS SQL", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 35
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\quick-test-for-current-user.sql", "MS SQL", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 60
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\simple-test-chain.sql", "MS SQL", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 58
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\soft-delete-existing-chain.sql", "MS SQL", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 52
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 2, 12
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\AppShell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\ChainEditor.responsive.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 0, 30, 63, 321
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\ExceptionRuleSystem.e2e.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 0, 0, 65, 89, 519
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\PureDOMSlider.performance.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 228, 0, 32, 62, 322
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\api\SupabaseAPI.integration.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 492, 0, 0, 0, 0, 34, 91, 617
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\database\DatabaseMigration.db.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 387, 0, 0, 0, 0, 38, 63, 488
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\database\RecycleBinService.db.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 272, 0, 0, 0, 0, 45, 76, 393
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\database\SupabaseStorage.integration.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 305, 0, 0, 0, 0, 45, 88, 438
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\errorHandling\ErrorHandling.integration.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 517, 0, 0, 0, 0, 32, 127, 676
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\performance\Performance.performance.test.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 461, 0, 0, 0, 0, 56, 90, 607
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\rule-system-fixes.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 215, 0, 15, 28, 258
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\rule-system-performance.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 304, 0, 32, 84, 420
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\__tests__\ui-fixes.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 0, 24, 62, 318
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\app\AppShellContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 270, 0, 6, 45, 321
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\app\AppShellView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 296, 0, 3, 34, 333
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\app\hooks\useAppDataLoad.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 7, 17, 127
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\AccessibilityAnnouncer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 8, 11, 73
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\AccessibleFormField.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 0, 0, 15, 205
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\AccountModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 362, 0, 15, 27, 404
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\AuthForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 15, 175
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\AuthWrapper.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 17, 115
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\AuxiliaryJudgment.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 7, 14, 262
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\BettingModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 376, 0, 23, 46, 445
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ChainCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 408, 0, 18, 33, 459
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ChainDetail.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 439, 0, 10, 20, 469
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ChainEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 3
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ConfirmationDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 3, 5, 73
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\DailyCheckin.md", "Markdown", 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 145
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\DailyCheckin.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 14, 15, 229
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\DailyCheckinDemo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 10, 12, 164
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\Dashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 349, 0, 18, 25, 392
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\DeletedChainCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 6, 10, 132
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ExceptionRuleManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 557, 0, 31, 63, 651
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\FocusMode.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 3
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\GroupCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 295, 0, 16, 26, 337
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\GroupView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 553, 0, 13, 38, 604
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\HighPerformanceSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 28, 38, 266
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ImportExportModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 634, 0, 18, 71, 723
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ImportUnitsModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 0, 8, 12, 249
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\IntroScreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 378, 0, 8, 25, 411
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\MigrationDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 374, 0, 20, 34, 428
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\NotificationToggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 3, 9, 70
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\PerformanceMonitor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 8, 12, 135
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\PureDOMSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 8, 21, 204
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\RSIPView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 599, 0, 55, 66, 720
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\RecycleBinModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 378, 0, 10, 33, 421
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ResponsiveContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 7, 13, 82
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\RuleItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 4, 16, 123
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\RuleSelectionDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 376, 0, 49, 58, 483
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\SettingSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 4, 5, 69
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\SliderContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 6, 18, 165
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\SliderDemo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 9, 8, 110
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\SmoothSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 0, 23, 30, 244
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\TaskCompletionDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 0, 18, 25, 317
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\TaskGroupEditor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 401, 0, 18, 25, 444
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ThemeToggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 7, 50
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\TimeLimitTest.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 9, 87
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\ToastViewport.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 15, 98
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\UserFeedbackDisplay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 169, 0, 12, 19, 200
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\VirtualizedChainList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 16, 22, 191
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\VirtualizedRuleList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 340, 0, 21, 44, 405
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\__tests__\AccessibleFormField.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 0, 0, 46, 331
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\__tests__\PureDOMSlider.mobile.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 16, 41, 208
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\__tests__\RuleSelectionDialog.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 0, 16, 72, 362
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\__tests__\VirtualizedRuleList.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 0, 12, 67, 326
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\ChainEditorActions.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 11, 62
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\ChainEditorContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 6, 33
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\ChainEditorHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 5, 32
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\ChainEditorView.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 7, 54
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\constants.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 10, 53
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\hooks\useChainEditorForm.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 28, 222
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\sections\AuxiliaryChainSettingsSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 7, 155
"c:\Users\xfc05\Downloads\momentum\momentum-new-feature-branch\src\components\chain-editor\sections\BasicInfoSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 7, 107
